id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
119591,,,,NN 4360,,,23.758834,-16.171768,9.009,-392.94,-554.97,0,14.5,14.727,m,,8.635281,-0.545965,-2.509168,-0.00000782,-0.0000167,-0.00002328,6.2200483177,-0.2822505983,-0.000001905,-2.690585027E-006,,,,1,119591,,0.0001119954,,,
118037,,,,Gl 51,,,1.054654,62.366819,9.0171,713.84,93.98,0,13.66,13.885,M5,1.68,4.02358,1.14093,7.988565,-0.000012,0.00002903,0.00000191,0.2761077487,1.0885063429,3.46079397727778E-006,4.556182E-007,,,,1,118037,,0.0002432204,,,
31215,31293,,,,,,6.56217,-75.62999,9.0188,-290.42,278.52,0,10.35,10.574,,,-0.328154,2.214126,-8.736631,0.00001083,0.00001353,0.00000302,1.717972047,-1.3199923468,-0.000001408,1.350303063E-006,,,Men,1,31215,,0.0051333396,,10.432,10.162
46970,47103,,,Gl 357,,,9.600453,-21.660797,9.0236,137.17,-989.54,-78,10.91,11.133,K,1.572,-6.784803,4.928214,-3.330451,0.00006939,-0.00005782,-0.00001079,2.5133926669,-0.3780522335,0.000000665,-4.797425294E-006,,,Hya,1,46970,,0.003067609,,10.976,10.846
113815,114176,,,,,,23.122055,-32.268273,9.0318,-223.58,-30.45,0,12.28,12.501,,,7.436065,-1.739907,-4.821936,-0.00000292,-0.00000937,-0.00000113,6.0533397865,-0.5631876057,-1.08394642698611E-006,-1.47625765E-007,,,,1,113815,,0.0008701618,,12.925,10.625
17336,17378,23249,1136,Gl 150,23Del Eri,,3.720806,-9.763395,9.0408,-91.71,742.23,-5.1,3.52,3.739,K0IV,0.915,5.006502,7.370189,-1.533131,0.00000354,-0.00000195,0.00003294,0.9741048016,-0.1704033817,-4.446226264375E-007,3.598432581E-006,Del,23,Eri,1,17336,,2.7822746577,Del,3.531,3.511
57767,57939,103095,4550,Gl 451A,,Groombridge 1830,11.88282,37.718679,9.0917,4003.69,-5813,-99.1,6.42,6.627,G8Vp,0.754,-7.187679,0.220247,5.561623,-0.00008204,-0.00017401,-0.00026465,3.1109149833,0.6583151446,1.94104368470347E-005,-2.818221925E-005,,,UMa,1,57767,Gl 451,0.1946256159,CF,6.546,6.406
109042,109388,,,Gl 849,,,22.161207,-4.640729,9.0959,1134.9,-19.71,-14.8,10.41,10.616,M3,1.531,8.035603,-4.197679,-0.735916,0.00000974,0.00005137,0.00000036,5.8017903148,-0.0809959991,5.502150460625E-006,-9.5556776E-008,,,Aqr,1,109042,,0.0049385562,,,
40386,40501,,,GJ 2066,,,8.268884,1.302573,9.1224,-375.01,60.11,0,10.08,10.279,,1.51,-5.104251,7.557897,0.207372,0.00001378,0.00000923,0.00000266,2.1647887386,0.0227341889,-1.81809978345139E-006,2.91421503E-007,,,Hya,1,40386,,0.0067359678,,,
64189,64394,114710,4983,Gl 502,43Bet Com,,13.197904,27.878183,9.1291,-801.94,882.7,5.1,4.23,4.428,G0V,0.572,-7.676072,-2.489414,4.268726,0.00000204,0.00003797,0.00003697,3.4552032157,0.4865660842,-3.88791482984722E-006,4.279450358E-006,Bet,43,Com,1,64189,,1.4750271018,,,
15419,15457,20630,996,Gl 137,96Kap1Cet,,3.322693,3.370198,9.1399,268.88,93.53,18.9,4.84,5.035,G5Vvar,0.681,5.88441,6.973226,0.537318,0.00000318,0.00002224,0.00000527,0.8698790592,0.0588210487,1.30356702427778E-006,4.53446235E-007,Kap-1,96,Cet,1,15419,,0.8433347578,Kap-1,4.864,4.824
9702,9724,,,Gl 84,,,2.084669,-17.614632,9.1424,1317.53,-173.94,-35,10.19,10.385,M3,1.514,7.447634,4.522928,-2.766518,-0.00006146,0.00003099,0.00000348,0.5457651132,-0.3074333207,6.38756568542361E-006,-8.43284915E-007,,,Cet,1,9702,,0.0061094202,,,
118779,,,,Gl 451B,,,11.882015,37.719619,9.1567,4003.3,-5803.11,0,12,12.191,,,-7.239693,0.221836,5.602057,-0.00016346,-0.00017258,-0.00020354,3.1107043043,0.6583315472,1.94085460736806E-005,-2.8134276025E-005,,,UMa,2,57767,Gl 451,0.0011577106,,,
118459,,,,NN 3421,,,7.065292,52.707092,9.1659,718.94,-910.34,0,13.3,13.489,M4.5,1.84,-1.529443,5.338769,7.291918,-0.00003957,0.00002215,-0.0000245,1.849689064,0.9199122864,3.48551947498611E-006,-4.413452859E-006,,,,1,118459,,0.0003502676,,,
23457,23512,,,NN 3325,,,5.055581,-17.373541,9.2073,-226.25,-447.88,0,11.71,11.889,K:,1.661,2.150567,8.520023,-2.749301,0.00000833,-0.00000826,-0.00001908,1.3235480352,-0.3032255006,-1.09689095225694E-006,-2.171383512E-006,,,Lep,1,23457,,0.0015289736,,11.798,11.628
57270,57443,102365,4523,Gl 442A,,,11.775376,-40.500354,9.2208,-1531.69,403.41,15.3,4.89,5.066,G3/G5V,0.664,-6.99949,0.412234,-5.988563,-0.00001955,0.00006973,0.00000355,3.0827862159,-0.7068645249,-7.42584266370139E-006,1.955786868E-006,,,Cen,1,57270,Gl 442,0.8195963205,,,
118771,,,,Gl 442B,,,11.776003,-40.495551,9.2396,-1540.05,395.42,0,15,15.172,,,-7.014188,0.412626,-6.000094,-0.00000747,0.00006953,0.00001347,3.0829504413,-0.7067806955,-7.46637308739583E-006,0.000001917,,,,2,57270,Gl 442,7.43361389655177E-005,,,
105519,105858,203608,8181,Gl 827,Gam Pav,,21.440705,-65.366198,9.2618,81.08,800.68,-29.4,4.21,4.377,F6V,0.494,3.025799,-2.397286,-8.418648,0.00001805,-0.00000966,0.00004232,5.6131635375,-1.1408553782,3.93086932194444E-007,3.881806177E-006,Gam,,Pav,1,105519,,1.5459662194,,,
23877,23932,,,Gl 190,,,5.143064,-18.172048,9.2721,503.75,-1400.17,7,10.28,10.444,M5,1.52,1.95987,8.588938,-2.891723,-0.00002493,-0.00000746,-0.00006203,1.3464509717,-0.3171620739,2.44224891579861E-006,-6.788215711E-006,,,Lep,1,23877,,0.0057862874,,10.338,10.228
21879,21932,285968,,Gl 176,,,4.715487,18.958171,9.2739,659.83,-1114.72,26.4,9.95,10.114,M2,1.523,2.894283,8.279782,3.012961,-0.0000142,0.00004927,-0.00003862,1.2345117168,0.3308825102,3.19894610840972E-006,-5.404315059E-006,,,Tau,1,21879,,0.0078415154,,,
9764,9786,,,NN 3135,,,2.096834,-30.17665,9.2756,-527.75,100.08,0,12.15,12.313,K:...,1.719,6.840438,4.183997,-4.662544,0.00001431,-0.00001906,0.00000389,0.5489497742,-0.5266818915,-2.55860419913194E-006,4.85201531E-007,,,,1,9764,,0.0010346656,,12.25,12.04
118409,,,,NN 3380,,,6.041436,49.863974,9.2764,76.68,-796.32,0,14.47,14.633,m,1.87,-0.064926,5.979256,7.091959,-0.00000374,0.00002734,-0.00002308,1.5816441728,0.8702905206,3.7175513025E-007,-3.860648908E-006,,,,1,118409,,0.0001221237,,,
66694,66906,,,NN 3801,,,13.712023,33.290104,9.279,-111.47,-706.72,0,12.03,12.192,M:,2.4,-6.990214,-3.361201,5.093044,-0.0000179,-0.00000304,-0.00002657,3.5897991533,0.5810219191,-5.40421809715278E-007,-3.426275243E-006,,,,1,66694,,0.0011566448,,12.14,11.94
119344,,,,GJ 1253,,,20.434689,58.57218,9.2937,245,547.7,0,14.04,14.199,M5,1.79,2.884081,-3.894277,7.930293,-0.00000366,0.00002349,0.00001287,5.3497889597,1.0222773912,1.18779351736111E-006,2.655324528E-006,,,,1,119344,,0.0001821378,,,
29204,29277,,,Gl 226,,,6.172129,82.106754,9.3729,50.26,-1336.86,-21,10.48,10.621,M3,1.514,-0.058,1.285826,9.283912,-0.00000486,0.00005706,-0.00002961,1.6158594721,1.4330331898,2.43667355847222E-007,-6.481280169E-006,,,Cam,1,29204,,0.0049158656,,10.534,10.424
27535,27604,39170,,,,,5.844309,-1.429388,9.402,-3.56,65.47,0,9.38,9.514,F0,0.24,0.382999,9.391268,-0.234532,0.00000017,0.00000007,0.00000298,1.530036457,-0.0249475337,-1.72593670277778E-008,3.17407516E-007,,,Ori,1,27535,,0.013626992,,9.528,8.638
14067,14101,,,NN 3192A,,,3.030943,-16.593373,9.4197,-361.17,-304.4,0,10.4,10.53,,,6.331435,6.434849,-2.690055,0.00000897,-0.0000144,-0.00001332,0.7934991137,-0.289608986,-0.000001751,-1.475772843E-006,,,Eri,1,14067,NN 3192,0.0053456436,,,
47291,47425,,,Gl 358,,,9.662908,-41.067557,9.467,-526.08,356.91,142,10.72,10.839,M:,1.521,-5.843427,4.100249,-6.220166,-0.00008457,0.00008883,-0.00008306,2.5297434701,-0.7167640815,-2.55050781066667E-006,1.730348507E-006,,,Vel,1,47291,,0.0040216104,,10.804,10.664
86509,86776,,,Gl 694,,,17.732211,43.378612,9.4787,9.48,-602.62,-14.5,10.49,10.606,M3,1.528,-0.482592,-6.872396,6.510036,-0.00000014,-0.00000825,-0.00003031,4.6422820222,0.7570996081,0.000000046,-2.921584201E-006,,,Her,1,86509,,0.0049842521,,,
119126,,,,NN 3988,,,17.056637,51.405844,9.5057,143.97,623.6,0,13.56,13.67,k-m,1.75,-1.449495,-5.749763,7.429504,0.00001192,0.00002015,0.00001793,4.4654171613,0.8972012269,0.000000698,3.023278719E-006,,,,1,119126,,0.0002964831,,,
118323,,,,NN 3306,,,4.630186,-8.818755,9.5147,232.54,-1502.11,0,13.77,13.878,DQ7,0.33,3.299977,8.804084,-1.458691,-0.00001376,-0.00000616,-0.00006847,1.2121798553,-0.153916314,1.12738573276389E-006,-7.282420232E-006,,,,1,118323,,0.0002447936,,,
118263,,,,GJ 1065,,,3.845601,-6.094239,9.5329,-410.43,-1359.39,0,12.79,12.894,dM4,1.7,5.06738,8.010843,-1.012052,0.00001248,-0.00001576,-0.00006247,1.006775967,-0.1063645342,-1.98982078910417E-006,-6.590523236E-006,,,,1,118263,,0.0006058987,,,
118760,,,,Gl 432B,,,11.575063,-32.833234,9.5383,-669.95,821.44,0,15,15.103,m,,-7.965007,0.890014,-5.171626,-0.00001704,0.00003307,0.00003191,3.0303445185,-0.5730480421,-0.000003248,3.982458345E-006,,,,2,56283,Gl 432,7.9213645415285E-005,,,
56283,56452,100623,4458,Gl 432A,,,11.574878,-32.83134,9.5593,-670.98,823.84,-22.6,5.96,6.058,K0V,0.811,-7.982524,0.892159,-5.182636,0.00000218,0.00003104,0.00004461,3.0302960162,-0.5730149737,-0.000003253,3.994089025E-006,,,Hya,1,56283,Gl 432,0.328700224,,,
119102,,,,Gl 633,,,16.680091,-46.00725,9.5602,355.33,-393.25,30,12.68,12.778,M3,1.61,-2.249263,-6.248781,-6.878976,0.00001272,-0.0000133,-0.00003473,4.3668376734,-0.8029779988,1.72268845111806E-006,-1.906515254E-006,,,,1,119102,,0.0006742175,,,
119115,,,,GJ 1207,,,16.951701,-4.350405,9.5785,507.73,-372.97,0,12.28,12.374,dM3.5,1.6,-2.588404,-9.193471,-0.726586,0.00002305,-0.00000513,-0.00001727,4.4379449832,-0.075928886,2.46154450028472E-006,-1.808199888E-006,,,,1,119115,,0.0009781377,,,
117956,,,,GJ 1001,,,0.077898,-40.705153,9.5969,693.12,-1453.16,-3,12.84,12.929,M3.5,1.63,7.27354,0.148745,-6.258677,-0.00004704,0.0000313,-0.00004927,0.020393673,-0.7104389344,3.36034058266667E-006,-7.045128176E-006,,,,1,117956,,0.0005866783,,,
56828,56997,101501,4496,Gl 434,61    UMa,,11.684171,34.201635,9.6117,-13.95,-380.46,-5.9,5.31,5.396,G8Vvar,0.723,-7.922294,0.656542,5.402774,-0.0000049,0.00000106,-0.00001805,3.0589089132,0.5969311474,-6.76315084375E-008,-1.844522129E-006,,61,UMa,1,56828,,0.6047835919,,,
118265,,,,NN 3253,,,3.878083,17.019189,9.6154,408.35,-640.98,0,13.7,13.785,M4.5,,4.848881,7.811766,2.81435,-0.00001156,0.00001747,-0.00002857,1.0152797438,0.2970408908,1.97973666454861E-006,-3.107544185E-006,,,,1,118265,,0.0002666859,,,
118289,,,,NN 3275,,,4.368687,19.259909,9.6154,-108.33,-19.1,0,12.9,12.985,dM4.5e,1.7,3.759917,8.261925,3.171677,0.00000472,-0.00000182,-0.00000084,1.1437194961,0.3361488308,-5.25198660145833E-007,-9.2604261E-008,,,,1,118289,,0.0005571857,,,
72717,72944,,,Gl 569A,,,14.90812,16.101062,9.6534,275.95,-122.11,-8.4,10.11,10.187,M2Ve,1.5,-6.714014,-6.398547,2.67718,0.00001374,-0.00000475,-0.00000787,3.9029365701,0.2810165439,1.33784335149306E-006,-0.000000592,,,Boo,1,72717,Gl 569,0.0073316209,CE,10.15,10.02
46522,46655,,,GJ 1125,,,9.512385,0.322661,9.6656,-569.91,-552.23,-40,11.71,11.784,K:...,1.588,-7.686867,5.858842,0.05443,0.00004861,-0.00000347,-0.00002611,2.4903364437,0.0056314917,-0.000002763,-2.677286588E-006,,,Hya,1,46522,,0.0016842246,,11.833,11.593
118976,,,,NN 3855,,,14.51166,59.717783,9.6805,-800.87,176.08,21,17.88,17.951,M6.5,,-3.864652,-2.983062,8.360544,-0.0000259,0.00002748,0.00002271,3.7991436296,1.0422719295,-3.88272732346528E-006,8.53669624E-007,,,,1,118976,,5.74910181567502E-006,,,
84325,84581,,,,,,17.289866,-7.876427,9.6824,104.16,168.46,0,11.09,11.16,,,-1.772845,-9.425782,-1.326847,0.0000046,-0.00000197,0.00000783,4.5264762496,-0.1374695817,0.000000505,8.16717126E-007,,,Oph,1,84325,,0.0029922646,,,
61436,61629,,,Gl 479,,,12.631276,-52.001477,9.6918,-1034.22,30.09,3,10.65,10.718,M3,1.47,-5.885415,-0.981456,-7.637418,-0.00001096,0.00004743,-0.00000155,3.3068602981,-0.9075969865,-0.000005014,1.45880436E-007,,,Cen,1,61436,,0.0044957277,,10.714,10.584
85794,86057,,,Gl 680,,,17.587109,-48.680866,9.7248,84.41,456.02,0,10.13,10.191,K5,1.543,-0.692694,-6.383349,-7.30375,0.00000221,-0.00001648,0.00001419,4.6042943288,-0.8496413881,4.09231227756944E-007,2.210847346E-006,,,Ara,1,85794,,0.0073046599,,,
69962,70185,,,,,,14.359603,-16.258501,9.7418,-102.53,-11.98,0,13.45,13.507,,,-7.623809,-5.416765,-2.727426,-0.00000268,0.00000404,-0.00000054,3.7593352896,-0.2837643722,-4.97079466673611E-007,-5.8080678E-008,,,,1,69962,,0.0003445085,,,
31555,31635,260655,,Gl 239,,,6.619671,17.564801,9.7466,-775.53,331.8,-56.1,9.63,9.686,M1:,1.48,-1.500769,9.169698,2.941219,0.00004576,-0.00005273,-0.00000237,1.7330257201,0.3065636144,-3.7598755368125E-006,1.608611792E-006,,,Gem,1,31555,,0.0116305432,,,
81054,81300,149661,6171,Gl 631,12    Oph,,16.605958,-2.324584,9.7513,455.22,-307.63,-12.1,5.77,5.825,K2V,0.827,-3.477447,-9.101465,-0.395514,0.00002473,0.00000442,-0.00001403,4.347429649,-0.040571638,0.000002207,-1.491432325E-006,,12,Oph,1,81054,,0.4073802778,V2133,5.778,5.758
118152,,,,Gl 102,,,2.560159,24.925877,9.7656,37.96,-678.94,0,12.96,13.012,M4,1.7,6.940132,5.501163,4.115667,0.0000095,0.00000983,-0.00002915,0.6702481828,0.4350386155,0.000000184,-3.291589154E-006,,,,1,118152,,0.0005435006,,,
118710,,,,GJ 1138,,,10.829586,35.546333,9.7656,-673.5,-1029.22,0,13.02,13.072,m,1.66,-7.575548,2.397046,5.67734,-0.00001741,0.00003894,-0.00003964,2.835178911,0.620400543,-3.26522013854167E-006,-4.989799363E-006,,,,1,118710,,0.0005142804,,,
81753,82003,151288,,Gl 638,,,16.751765,33.509229,9.8078,-39.18,383.41,-30.6,8.1,8.142,K7V,1.31,-2.62499,-7.74472,5.414454,0.00000984,0.00003484,-0.00000208,4.3856019369,0.5848463817,-0.00000019,1.858824132E-006,,,Her,1,81753,,0.0482169794,,,
119360,,,,GJ 1256,,,20.676098,15.498127,9.8425,1322.19,664.99,-76,13.43,13.464,dM4-5,1.72,6.11219,-7.247628,2.628946,-0.00000549,0.00010441,0.00000982,5.4129896889,0.2704933446,6.4101580029375E-006,0.000003224,,,,1,119360,,0.0003584264,,,
47645,47780,,,Gl 367,,,9.741653,-45.776513,9.8707,-466.6,-585.84,60,10.22,10.248,M1:,1.53,-5.716082,3.837529,-7.073973,-0.00000641,0.0000312,-0.00006353,2.5503588363,-0.798950864,-2.26214063347222E-006,-2.840232466E-006,,,Vel,1,47645,,0.0069310655,,10.279,10.169
118012,,,,NN 3049,,,0.724006,-41.293663,9.901,-499.94,-545.59,0,13.1,13.122,M4,,7.305815,1.401298,-6.533854,-0.00001244,-0.00002682,-0.00001968,0.1895443661,-0.7207103825,-2.42377751456944E-006,-2.645070719E-006,,,,1,118012,,0.000491134,,,
102078,102409,197481,,Gl 803,,,20.75264,-31.340899,9.9098,280.37,-360.09,-7.1,8.81,8.83,M1Ve,1.47,5.584971,-6.35954,-5.15434,0.00000009,0.00002031,-0.000011,5.4330284276,-0.5470018824,1.35927211617361E-006,-1.745765582E-006,,,Mic,1,102078,,0.0255858589,AU,8.868,8.758
118009,,,,GJ 2012,,,0.690425,-22.350742,9.9206,-422.64,-367.39,0,14.53,14.547,DQ9,0.62,9.025834,1.649371,-3.77256,-0.00000295,-0.0000212,-0.00001634,0.1807529052,-0.3900940316,-0.000002049,-1.781171525E-006,,,,1,118009,,0.0001321904,,,
4862,4872,,,Gl 49,,,1.043993,62.345045,9.9602,730.1,89.27,-5.6,9.56,9.569,K5V...,1.463,4.451317,1.24802,8.82229,-0.00001575,0.0000322,-0.00000307,0.2733167287,1.0881263019,3.53962468173611E-006,4.32793172E-007,,,Cas,1,4862,,0.0129538839,,,
12671,12703,,,,,,2.720781,-54.117408,9.9671,35.05,9.53,0,12.16,12.167,,,4.421565,3.818177,-8.075542,-0.00000082,0.00000153,0.00000027,0.7122987799,-0.9445269597,1.69927195034722E-007,4.6202743E-008,,,,1,12671,,0.0011835865,,,
85406,85665,,,Gl 678.1A,,,17.506313,5.54852,9.9771,28.33,-248.17,-3.8,9.33,9.335,M1V...,1.461,-1.279893,-9.847494,0.964669,0.00000171,0.00000251,-0.00001232,4.5831420598,0.0968399473,1.37347715701389E-007,-1.203162111E-006,,,Oph,1,85406,Gl 678.1,0.0160694125,,,
118554,,,,NN 3512,,,8.689501,59.499027,9.98,-254.45,-1285.05,0,15.05,15.054,m,1.93,-3.27887,3.860968,8.598973,-0.0000253,0.0000488,-0.00003154,2.2749061556,1.0384539218,-1.23360841017361E-006,-6.23010305E-006,,,,1,118554,,8.28705077906981E-005,,,
117460,117828,223889,,,,,23.897133,-75.632529,9.993,242.96,-378.18,0,9.99,9.992,M...,1.466,2.478766,-0.066693,-9.680461,-0.00001742,0.00001224,-0.00000455,6.2562548997,-1.3200366578,1.17790331827778E-006,-1.833468377E-006,,,Oct,1,117460,,0.0087740479,,10.034,9.924
118041,,,,GJ 1028,,,1.081365,-18.124291,10,1270.75,425.19,0,14.46,14.46,m,1.87,9.125486,2.654896,-3.110793,-0.00001103,0.00006095,0.00001959,0.2831007225,-0.3163285555,6.16076984565972E-006,2.061369592E-006,,,,1,118041,,0.0001432188,,,
118092,,,,NN 3119,,,1.851118,-6.118806,10,531.89,-231.27,0,14.6,14.6,m,,8.7981,4.632201,-1.065904,-0.00001307,0.00002226,-0.00001115,0.4846215708,-0.1067933154,2.57867548550694E-006,-1.121247991E-006,,,,1,118092,,0.0001258925,,,
118101,,,,NN 3126,,,2.026335,63.770687,10,-264.93,-117.95,0,11.03,11.03,M4,1.54,3.812383,2.235851,8.970324,0.00001092,-0.00000848,-0.00000253,0.5304931402,1.1130084504,-1.28441688389583E-006,-5.7185228E-007,,,Cas,1,118101,,0.0033728731,,,
118321,,,,NN 3304,,,4.636699,28.218456,10,356.5,-50.1,0,12.53,12.53,m,1.65,3.078488,8.25625,4.728346,-0.00001579,0.00000712,-0.00000214,1.213884886,0.4925049609,1.72836077118056E-006,-2.4290135E-007,,,,1,118321,,0.0008472274,,,
119090,,,,NN 3959,,,16.521808,40.863954,10,-175,303.11,0,14.79,14.79,m+,1.72,-2.854261,-7.00335,6.542651,-0.00000423,0.0000121,0.00001111,4.3253991148,0.7132105475,-8.48423940972222E-007,1.46950905E-006,,,,1,119090,,0.0001056818,,,
119110,,,,NN 3976,,,16.849259,22.450627,10,21.46,409.44,0,14.08,14.08,m,1.75,-2.742372,-8.82585,3.818871,0.00000324,0.00000693,0.00001834,4.4111256841,0.3918373636,0.000000104,0.000001985,,,,1,119110,,0.0002032357,,,
119464,,,,NN 4248,,,22.041357,-37.082355,10,799.42,-223.2,0,11.8,11.8,M3.5,1.65,6.951863,-3.91347,-6.029623,0.00001333,0.00003697,-0.00000863,5.7704138729,-0.6472091869,3.87569752509722E-006,-1.082118679E-006,,,Gru,1,119464,,0.0016595869,,,
46576,46706,,,Gl 352A,,,9.522061,-13.488704,10.012,722.93,53.52,7.3,10.06,10.057,M2,1.545,-7.758109,5.882119,-2.335351,-0.00002747,-0.00002321,0.00000078,2.4928697796,-0.2354222886,3.50486354084028E-006,2.59472281E-007,,,Hya,1,46576,Gl 352,0.0082641844,,10.106,9.996
68250,68469,122303,,Gl 536,,,14.017552,-2.654864,10.0281,-824.78,599.52,0,9.71,9.704,K5,1.461,-8.652161,-5.04848,-0.464497,-0.00002137,0.00003395,0.00002911,3.6697866468,-0.0463361116,-3.99864627448611E-006,2.906554977E-006,,,Vir,1,68250,,0.0114393145,,,
119057,,,,Gl 609,,,16.04764,20.587624,10.0604,-957.93,-1243.89,25,12.56,12.547,M3,1.63,-4.607576,-8.215205,3.538084,-0.00006289,-0.00001666,-0.00004779,4.2012623412,0.3593218246,-4.64417569014583E-006,-6.030568283E-006,,,,1,119057,,0.0008340652,,,
67966,68184,122064,5256,,,,13.958911,61.492861,10.0644,-32.32,216.48,-25,6.49,6.476,K3V,1.04,-4.185388,-2.356764,8.843971,0.00001795,0.00001192,-0.00001743,3.6544342399,1.0732528973,-1.56691781555556E-007,1.049524655E-006,,,UMa,1,67966,,0.2236660149,,,
2547,2552,,,Gl 22A,,,0.541063,67.235669,10.0654,1739.07,-224.63,-4,10.27,10.256,M2.5Ve,1.52,3.855636,0.550293,9.281315,-0.00000353,0.00008521,-0.00000801,0.1416499254,1.1734838049,8.4312492744375E-006,-0.000001089,,,Cas,1,2547,Gl  22,0.0068801832,V547,10.434,10.204
8347,8362,10780,511,Gl 75,,,1.795668,63.852501,10.0675,582.05,-246.83,4,5.63,5.615,K0V,0.804,3.955256,2.009812,9.03725,-0.00000162,0.00003104,-0.00000164,0.4701047073,1.1144363792,2.82185802767361E-006,-1.196665607E-006,,,Cas,1,8347,,0.494310687,V987,5.643,5.613
118051,,,,NN 3079,,,1.207752,-1.85684,10.101,0,-50,0,14.09,14.068,DAwk,,9.595226,3.139221,-0.327295,-0.00000008,-0.00000002,-0.00000245,0.316188686,-0.0324079663,0,-2.4240684E-007,,,,1,118051,,0.0002054944,,,
21500,21553,232979,,Gl 172,,,4.628004,52.893614,10.1102,305.2,-475.59,32.9,8.62,8.596,K8V,1.423,2.144056,5.710386,8.063288,-0.00000033,0.00004167,0.00001277,1.2116086029,0.9231677149,1.47965135305556E-006,-2.305725383E-006,,,Cam,1,21500,,0.0317394941,,,
117993,,,,Gl 22B,,,0.538736,67.236151,10.1276,1723.9,-236.15,0,12.4,12.372,dM3.5,,3.879436,0.553436,9.338735,-0.00000128,0.0000853,-0.00000449,0.1410408342,1.1734922188,8.35770303909722E-006,-1.144863265E-006,,,,2,2547,Gl  22,0.0009799412,,,
56916,57087,,,Gl 436,,,11.703064,26.70657,10.141,896.37,-813.7,9.7,10.67,10.64,M3,1.493,-9.031878,0.703493,4.557621,-0.00003018,-0.00004185,-0.00003128,3.0638550791,0.4661175759,4.34572438839583E-006,-3.944928918E-006,,,Leo,1,56916,,0.004830588,,10.716,10.596
118198,,,,Gl 127.1B,,,3.175254,-68.599373,10.1523,61.28,-51.42,0,14.73,14.697,,0.62,2.496467,2.736885,-9.452317,-0.00000382,0.00000029,-0.00000092,0.8312795667,-1.1972849243,2.97093823444444E-007,-2.49305738E-007,,,,2,14718,Gl 127.1,0.000115133,,,
58170,58345,103932,,Gl 453,,,11.965636,-27.707043,10.1574,-1079.64,-619.99,49.9,6.99,6.956,K4V,1.128,-8.992748,0.080959,-4.7229,-0.00003051,0.00005344,-0.00005076,3.1325961274,-0.4835791297,-5.23424242075E-006,-3.005796338E-006,,,Hya,1,58170,,0.1437474006,,,
72665,72896,,,Gl 568A,,,14.897641,23.555766,10.1626,-679.64,102.46,-35.7,11.53,11.495,,,-6.761181,-6.408157,4.061269,0.00000272,0.00004871,-0.00000996,3.9001933029,0.4111256755,-0.000003295,4.96740097E-007,,,Boo,1,72665,Gl 568,0.0021978599,,11.631,10.961
119280,,,,GJ 1235,,,19.360737,20.865867,10.1626,-942.85,-1474.29,93,13.38,13.345,k-m,1.71,3.313201,-8.904106,3.621426,-0.00000348,-0.00012375,-0.00003395,5.0686289837,0.3641780868,-4.57106578711806E-006,-7.147564459E-006,,,,1,119280,,0.0003999447,,,
118590,,,,NN 3526,,,9.047959,68.062825,10.1729,211.16,351.44,0,12.65,12.613,m,,-2.721109,2.653167,9.436322,0.00000424,-0.00001868,0.00000648,2.3687501716,1.187920386,1.02373256786111E-006,1.703819502E-006,,,,1,118590,,0.0007848741,,,
83865,84123,,,Gl 660A,,,17.197851,-1.851765,10.1843,-534.66,-326.41,0,11.45,11.41,G,1.6,-2.121931,-9.955354,-0.329093,-0.00002571,0.00000601,-0.00001611,4.5023867911,-0.0323194007,-2.59210482445833E-006,-1.582480334E-006,,,Oph,1,83865,Gl 660,0.0023768403,,11.547,11.377
119484,,,,Gl 852A,,,22.28857,-8.804275,10.1937,-454.77,-272.18,54,13.4,13.358,dM4.5e,1.7,9.081708,-4.365172,-1.560666,0.0000376,-0.000043,-0.00002174,5.8351340596,-0.1536635803,-2.2047871750625E-006,-1.319546483E-006,,,,1,119484,Gl 852,0.0003951846,,,
119485,,,,Gl 852B,,,22.28857,-8.804275,10.1937,-454.77,-272.18,0,14.4,14.358,dM5  e,1.9,9.079249,-4.36399,-1.560244,-0.00001159,-0.00001936,-0.00001329,5.8351340596,-0.1536635803,-2.2047871750625E-006,-1.319546483E-006,,,,2,119484,Gl 852,0.0001573258,,,
29198,29271,43834,2261,Gl 231,Alp Men,,6.170632,-74.753045,10.1978,121.84,-212.82,34.9,5.08,5.037,G5V,0.714,-0.119802,2.679222,-9.839152,-0.00000598,-0.00000103,-0.0000372,1.6154676176,-1.3046867621,5.90696988388889E-007,-1.031780474E-006,Alp,,Men,1,29198,,0.8417827077,,,
118646,,,,GJ 1129,,,9.746669,-18.212149,10.2041,-1621.07,-170.38,9,12.6,12.556,m,1.59,-8.054933,5.392542,-3.189296,0.0000395,0.00007005,-0.00001088,2.5516718825,-0.3178619605,-7.85916913138195E-006,-0.000000826,,,,1,118646,,0.00082718,,,
118652,,,,NN 3571,,,9.89872,20.946514,10.2041,-316.69,386.92,0,14.05,14.006,m,,-8.123758,4.982052,3.647928,0.00001402,0.00000978,0.00001788,2.5914787842,0.3655856331,-1.53535644495139E-006,1.875841092E-006,,,,1,118652,,0.0002175705,,,
62361,62556,,,Gl 487,,,12.817536,66.110181,10.2135,-436.96,-106.7,-3.1,10.94,10.894,M4,1.626,-4.04189,-0.878428,9.338443,-0.00000806,0.00002039,-0.00000504,3.3556229706,1.1538403327,-2.11844185855556E-006,-5.17296197E-007,,,Dra,1,62361,,0.0038229622,DP,11.007,10.857
